"Source","Target","Weight"
130,143,576
130,145,4
130,150,12
130,151,9
130,152,23
130,154,6
130,157,38
130,158,10
131,139,5
131,143,4
131,145,4
131,146,2
131,147,4
131,148,11
131,149,21
131,152,8
131,153,2
131,154,1
131,157,3
131,158,3
132,133,1
132,134,1
132,137,13
132,138,2
132,141,2
132,142,2
132,143,23
132,145,3
132,150,1
132,151,1
132,152,24
132,154,41
132,157,72
132,158,141
132,170,15
132,174,3
133,142,3
133,143,5
133,150,5
133,152,5
133,157,1260
133,158,153
133,159,1
133,169,1
133,170,7
133,171,2
134,137,1
134,138,4
134,139,1
134,142,1
134,145,1
134,146,1
134,148,1
134,149,1
134,157,3
134,158,4
134,174,1
135,136,981
135,140,1783
135,142,1
135,144,5625
135,157,10
135,158,127
135,169,142
135,170,89
135,171,988
135,174,13
136,140,1987
136,141,1
136,142,1
136,144,8039
136,145,1
136,154,1
136,157,9
136,158,170
136,169,112
136,170,17
136,171,106
136,174,12
137,138,3
137,142,1
137,143,66
137,145,2
137,152,1
137,157,32
137,158,8
138,140,1
138,141,1
138,142,1
138,143,15
138,145,1
139,143,7
139,145,7
139,146,2
139,148,6
139,149,16
139,153,46
139,156,3
139,158,169
140,141,1
140,142,15
140,143,12
140,144,1400
140,145,1
140,150,6
140,151,1
140,152,18
140,154,11
140,157,11
140,158,85
140,169,81
140,170,49
140,171,62
140,174,44
141,142,3
141,143,10
141,145,4
141,150,10
141,151,1090
141,152,56
141,154,2
141,157,27
141,158,1
142,143,2
142,144,1
142,145,10
142,146,1
142,150,15
142,151,1
142,152,1
142,154,1
142,157,19
142,158,8
142,170,1
143,145,134
143,146,5
143,148,1
143,149,7
143,150,3
143,152,129
143,153,3
143,154,3
143,157,118
143,158,25
143,169,1
143,170,5
143,174,1
144,157,18
144,158,103
144,169,46
144,170,159
144,171,164
144,174,2
145,146,12
145,147,8
145,148,3
145,149,25
145,150,3
145,151,1
145,152,17
145,154,1
145,157,347
145,158,637
146,152,2
146,153,1
146,157,15
146,158,12
147,148,9
147,149,16
147,157,3
148,149,210
148,153,8
148,157,3
148,158,3
149,153,28
149,157,5
149,158,19
150,151,13
150,152,68
150,154,7
150,157,23
150,158,9
150,174,1
151,152,64
151,154,1
151,157,10
152,154,38
152,157,72
152,158,9
152,169,1
152,174,1
153,157,4
153,158,9
154,157,11
154,158,1265
154,169,39
154,170,86
154,171,47
154,174,42
155,169,1
155,171,1
156,157,145
156,158,275
156,159,60
156,160,34
156,161,1
156,162,7
156,163,2
156,164,14
156,170,2
156,171,8
156,172,4
156,174,3
157,158,5861
157,159,44
157,160,16
157,162,1
157,164,4
157,169,3
157,170,498
157,171,5
157,173,1
157,174,4
158,159,657
158,160,169
158,161,4
158,162,227
158,163,2
158,164,60
158,165,1
158,166,25
158,167,71
158,168,4
158,169,2844
158,170,5071
158,171,540
158,172,258
158,173,1
158,174,33225
159,160,69
159,161,3
159,162,28
159,164,27
159,165,3
159,166,6
159,168,4
159,169,25
159,170,13
159,171,14
159,173,1
159,174,8
160,161,1
160,162,29
160,164,14
160,165,1
160,166,3
160,167,2
160,169,2
160,170,3
160,171,13
160,172,3
160,174,8
161,162,17
161,165,90
161,166,15
161,167,49
162,164,5
162,165,9
162,166,9
162,167,75
162,169,3
162,170,4
162,171,2
162,174,2
164,168,1
164,170,4
164,171,3
164,172,1
164,173,1
165,166,18
165,167,84
166,167,44
167,169,2
167,170,5
169,170,1209
169,171,274
169,172,3
169,174,101
170,171,92
170,172,51
170,174,27
171,174,16
172,174,5
